,user_id,event_name,event_dt,duration_sec
123,-0_2c38fdcdd,tutorial_completed,2020-06-15 12:29:48,217
124,-0_69a2fa2d0,tutorial_completed,2020-04-22 05:47:51,217
125,-0_771980348,tutorial_completed,2020-05-30 23:20:07,217
126,-0_bf3bc9225,tutorial_completed,2020-05-05 19:53:14,218
127,-0a21bd4a641,tutorial_completed,2020-04-08 11:50:43,218
128,-0a25b_6c0c8,tutorial_completed,2020-06-26 06:09:30,219
129,-0b07b468240,tutorial_completed,2020-04-30 03:49:54,220
130,-0b1207ab35d,tutorial_completed,2020-06-28 00:40:33,220
131,-0b9-544fa73,tutorial_completed,2020-04-12 07:50:11,220
132,-0ba-5a325a3,tutorial_completed,2020-04-28 21:42:42,221
133,-0ba2674ba08,tutorial_completed,2020-04-15 03:21:03,221
134,-0bb50f5_f22,tutorial_completed,2020-04-06 23:24:09,221
135,-0bf14f35b0_,tutorial_completed,2020-04-06 06:38:07,222
136,-0bf6908b064,tutorial_completed,2020-05-22 00:36:56,222
137,-0bffd036f4a,tutorial_completed,2020-05-22 20:50:13,223
138,-0c30-cb82d9,tutorial_completed,2020-05-12 03:54:36,224
139,-0c6a3ccc321,tutorial_completed,2020-06-26 15:27:32,224
140,-0d4b6_d4a94,tutorial_completed,2020-05-02 15:38:08,225
141,-0d6b05-9477,tutorial_completed,2020-05-16 04:44:26,225
142,-0d_-1_c3f7f,tutorial_completed,2020-04-25 15:38:27,227
143,-0f-8f12529_,tutorial_completed,2020-06-30 16:07:42,227
144,-0f0c41f60c1,tutorial_completed,2020-06-05 23:00:39,227
145,-0f1-8c7__08,tutorial_completed,2020-06-26 02:03:32,227
146,-0f7a346cd75,tutorial_completed,2020-05-13 21:21:52,228
147,-0fb6574c23a,tutorial_completed,2020-04-23 23:06:49,228
148,-1-154-a31b0,tutorial_completed,2020-05-21 05:24:39,228
149,-1-29__0_ac6,tutorial_completed,2020-05-15 19:31:10,228
150,-1-321391a0b,tutorial_completed,2020-05-24 15:52:15,228
151,-1-4c92_5b0-,tutorial_completed,2020-05-17 01:26:04,229
152,-1-57cfbc8b7,tutorial_completed,2020-06-22 17:01:52,229
153,-1-6bd50ab60,tutorial_completed,2020-05-13 22:10:27,230
154,-1-d2-365ba9,tutorial_completed,2020-05-29 07:00:36,231
155,-10_7--bc_f6,tutorial_completed,2020-04-20 18:29:00,232
156,-10f_0949c61,tutorial_completed,2020-06-29 04:14:34,234
157,-112216475-1,tutorial_completed,2020-04-10 19:56:43,234
158,-11a-062612f,tutorial_completed,2020-04-18 19:15:36,234
159,-120f_5-a6-8,tutorial_completed,2020-06-26 12:31:50,235
160,-123cf4f3bc7,tutorial_completed,2020-05-24 07:29:58,237
161,-126c_bdd1-6,tutorial_completed,2020-06-15 10:31:51,237
162,-12a_f3-973-,tutorial_completed,2020-04-06 05:53:29,238
163,-12b10aa9dd9,tutorial_completed,2020-05-06 22:46:22,239
164,-12b79b897a3,tutorial_completed,2020-04-09 14:24:23,239
165,-12bcb5564d3,tutorial_completed,2020-05-20 04:39:28,240
166,-132696c8-a5,tutorial_completed,2020-05-25 00:29:13,241
167,-13c5538d83-,tutorial_completed,2020-05-20 08:52:30,241
168,-14249c1b458,tutorial_completed,2020-04-03 08:12:46,242
169,-1446f2849f4,tutorial_completed,2020-04-27 05:27:46,242
170,-146184136_d,tutorial_completed,2020-05-29 04:26:54,242
171,-14_-d7f6_f8,tutorial_completed,2020-06-01 08:28:37,242
172,-14b_0a713cd,tutorial_completed,2020-05-08 17:20:27,243
173,-14c3534f937,tutorial_completed,2020-04-15 09:27:04,244
174,-152afc2b288,tutorial_completed,2020-05-01 22:47:10,244
175,-15db0ff76-a,tutorial_completed,2020-05-13 23:09:03,244
176,-163724a_b2a,tutorial_completed,2020-04-27 20:11:15,244
177,-16c94241055,tutorial_completed,2020-06-01 18:26:48,245
178,-16d1_3d-821,tutorial_completed,2020-04-15 20:56:04,245
179,-17-2_0d_747,tutorial_completed,2020-06-11 21:10:05,246
180,-17783a69ac4,tutorial_completed,2020-04-05 00:04:58,246
181,-17_1_dd0129,tutorial_completed,2020-05-23 03:49:04,246
182,-17dc77bcc0f,tutorial_completed,2020-05-19 05:25:48,246
183,-17fb1908-14,tutorial_completed,2020-05-01 09:05:22,246
184,-18-1d1d3971,tutorial_completed,2020-04-20 08:52:59,247
185,-18_f8867-c-,tutorial_completed,2020-06-02 16:17:04,248
186,-18b0ba9_-81,tutorial_completed,2020-04-19 15:47:17,248
187,-18cf4a-b9c3,tutorial_completed,2020-06-03 02:28:41,248
188,-18d9_c6b166,tutorial_completed,2020-04-29 19:37:53,249
189,-1921a_bfc45,tutorial_completed,2020-04-13 10:14:03,249
190,-19621-a179b,tutorial_completed,2020-05-13 16:03:00,249
191,-196a54bf-07,tutorial_completed,2020-04-06 01:39:45,250
192,-199bcc-6d74,tutorial_completed,2020-06-22 06:54:43,250
193,-19bdc3f1a56,tutorial_completed,2020-04-24 13:36:18,251
194,-19c7a792fd2,tutorial_completed,2020-05-25 20:23:39,251
195,-1_3-6894883,tutorial_completed,2020-04-15 09:52:42,252
196,-1_a_baf1_06,tutorial_completed,2020-05-08 05:48:58,252
197,-1a64c1cd2c9,tutorial_completed,2020-06-15 14:24:47,252
198,-1a720794232,tutorial_completed,2020-05-13 15:02:59,252
199,-1a9ba091b29,tutorial_completed,2020-06-30 04:12:28,253
200,-1aa76511f86,tutorial_completed,2020-04-09 14:01:01,254
201,-1ac3338-543,tutorial_completed,2020-05-11 16:56:58,254
202,-1acbf624596,tutorial_completed,2020-05-20 17:39:09,254
203,-1b98151db60,tutorial_completed,2020-05-20 20:12:28,255
204,-1c-a62fc_-7,tutorial_completed,2020-04-02 16:55:22,255
205,-1c29b_10ad-,tutorial_completed,2020-04-24 20:55:45,255
206,-1ccf3_c3cd9,tutorial_completed,2020-04-12 05:38:09,256
207,-1cd7_472305,tutorial_completed,2020-05-24 19:50:32,257
208,-1d-8737f654,tutorial_completed,2020-05-06 23:45:24,257
209,-1d24-966f79,tutorial_completed,2020-05-31 23:48:54,258
210,-1d8cb-24fb8,tutorial_completed,2020-04-04 16:26:39,258
211,-1da9a2b2119,tutorial_completed,2020-04-07 17:43:22,258
212,-1df5a--7cad,tutorial_completed,2020-04-05 07:18:28,258
213,-1f1c-a27cbf,tutorial_completed,2020-04-11 11:11:43,259
214,-1f5d7c34-fb,tutorial_completed,2020-04-28 15:32:09,260
215,-1f810aff7ab,tutorial_completed,2020-04-18 10:07:28,260
216,-1f9c83_83d7,tutorial_completed,2020-05-25 19:37:53,261
217,-1fa35c9_c57,tutorial_completed,2020-06-18 18:06:06,261
218,-1fc336f1b49,tutorial_completed,2020-06-23 10:04:34,261
219,-2-1aa089f_3,tutorial_completed,2020-05-27 04:54:42,261
220,-2-4f6576974,tutorial_completed,2020-05-06 20:29:25,261
221,-2-570445d64,tutorial_completed,2020-06-22 17:58:14,261
222,-2-6a08d-2a4,tutorial_completed,2020-05-02 05:15:22,261
223,-2-d00d-1672,tutorial_completed,2020-04-25 05:47:11,262
224,-2-d6ac7f1cc,tutorial_completed,2020-06-07 23:40:21,263
225,-203561356_d,tutorial_completed,2020-05-14 11:04:18,263
226,-203_d10f325,tutorial_completed,2020-06-21 22:49:36,263
227,-20579_c8-ba,tutorial_completed,2020-06-26 15:57:26,264
228,-205c_3d30_b,tutorial_completed,2020-05-13 09:32:32,264
229,-205ccd6-928,tutorial_completed,2020-06-11 12:56:53,264
230,-2080_08636-,tutorial_completed,2020-05-10 12:39:42,265
231,-21028802b9c,tutorial_completed,2020-05-04 10:49:49,265
232,-21192d4909d,tutorial_completed,2020-04-01 20:52:41,265
233,-211_6745041,tutorial_completed,2020-05-24 08:59:07,265
234,-2124d_80-a1,tutorial_completed,2020-04-14 20:45:32,266
235,-213352ab6b0,tutorial_completed,2020-04-07 20:05:16,267
236,-21_1c46f3f4,tutorial_completed,2020-04-16 22:08:26,267
237,-21d2__510f9,tutorial_completed,2020-05-06 12:14:02,268
238,-21dc9670fa2,tutorial_completed,2020-06-29 03:31:38,268
239,-22071ff246f,tutorial_completed,2020-06-27 15:41:18,268
240,-228c0-c814a,tutorial_completed,2020-06-08 08:54:41,268
241,-229_0c-4-64,tutorial_completed,2020-06-01 00:35:43,268
242,-22d97f-__f7,tutorial_completed,2020-06-12 21:49:31,269
243,-236-3fdcf45,tutorial_completed,2020-05-23 07:11:19,269
244,-2367420c42a,tutorial_completed,2020-05-15 21:31:46,269
245,-236_613b14_,tutorial_completed,2020-05-02 01:21:47,269
246,-239dd7d26-f,tutorial_completed,2020-05-29 00:14:30,272
247,-23c-a71b082,tutorial_completed,2020-05-22 19:16:49,272
248,-243321a_998,tutorial_completed,2020-05-29 01:14:08,273
249,-248164b425a,tutorial_completed,2020-05-19 16:42:36,273
250,-24_756-bb_-,tutorial_completed,2020-05-14 23:19:14,273
251,-24a73fc696f,tutorial_completed,2020-04-06 00:01:17,274
252,-24c8-69b398,tutorial_completed,2020-05-22 17:05:20,274
253,-24d_0bf328c,tutorial_completed,2020-05-30 18:42:40,275
254,-25-a9773b11,tutorial_completed,2020-04-22 03:51:38,275
255,-251-92ab_20,tutorial_completed,2020-05-05 03:27:00,275
256,-25691c57626,tutorial_completed,2020-04-19 13:19:15,275
257,-25f4d_26d50,tutorial_completed,2020-05-07 21:15:33,276
258,-262bca8032d,tutorial_completed,2020-04-07 18:00:35,276
259,-265d40f4158,tutorial_completed,2020-06-16 11:44:47,276
260,-269a3c603a9,tutorial_completed,2020-04-12 17:19:26,277
261,-26_3f66c8_-,tutorial_completed,2020-05-07 09:29:02,277
262,-26ab8afa926,tutorial_completed,2020-05-13 21:52:05,278
263,-26dc741b_34,tutorial_completed,2020-05-08 20:22:27,279
264,-271f-5ca937,tutorial_completed,2020-04-14 02:37:52,279
265,-276_bdf5fdd,tutorial_completed,2020-04-18 05:52:46,279
266,-279_2240668,tutorial_completed,2020-04-16 09:55:46,280
267,-27df-48f704,tutorial_completed,2020-05-29 00:39:40,280
268,-28-f6454830,tutorial_completed,2020-05-19 20:23:16,280
269,-28c_4716325,tutorial_completed,2020-04-30 23:02:58,280
270,-293b9_d5dca,tutorial_completed,2020-06-25 13:16:09,282
271,-29788f9-c3-,tutorial_completed,2020-06-30 21:01:16,282
272,-29a_7f6c43c,tutorial_completed,2020-05-20 21:20:02,282
273,-2_4df8_c-8-,tutorial_completed,2020-05-01 10:42:30,282
274,-2_7a69047a3,tutorial_completed,2020-05-17 18:58:52,283
275,-2_9cf---78c,tutorial_completed,2020-04-03 07:14:27,284
276,-2_b37_f111d,tutorial_completed,2020-05-10 00:56:56,284
277,-2af49dd5183,tutorial_completed,2020-05-03 09:48:13,284
278,-2b012_7a28a,tutorial_completed,2020-05-13 12:51:00,285
279,-2b4f3bb304-,tutorial_completed,2020-05-10 04:12:44,285
280,-2b_5c_a9231,tutorial_completed,2020-04-02 13:16:43,285
281,-2bd97ac4306,tutorial_completed,2020-05-05 21:21:48,286
282,-2c293d8319f,tutorial_completed,2020-06-08 05:41:45,286
283,-2c7aa85f6-9,tutorial_completed,2020-04-28 17:40:31,286
284,-2c_c5-b5d5b,tutorial_completed,2020-05-15 17:30:40,286
285,-2ca7ac33730,tutorial_completed,2020-05-04 16:17:41,287
286,-2cd11d6607c,tutorial_completed,2020-05-31 21:31:41,287
287,-2cf8bdf8945,tutorial_completed,2020-05-07 16:36:47,287
288,-2f64-9cb9_f,tutorial_completed,2020-05-18 22:28:51,288
289,-2f6c8360c-7,tutorial_completed,2020-05-13 18:09:19,288
290,-2f99d5c7015,tutorial_completed,2020-05-15 12:14:12,289
291,-2fa473592b_,tutorial_completed,2020-04-26 19:38:45,289
292,-3-2a21b1639,tutorial_completed,2020-06-10 20:59:04,289
293,-3-470c7ffc6,tutorial_completed,2020-06-20 10:10:05,290
294,-3-8c49-958f,tutorial_completed,2020-05-02 17:54:45,290
295,-3-c20322f31,tutorial_completed,2020-06-29 17:01:58,291
296,-300dfab08fd,tutorial_completed,2020-05-29 11:21:03,291
297,-30aaf-dc32f,tutorial_completed,2020-05-05 04:10:40,291
298,-30d7-393-_7,tutorial_completed,2020-04-24 12:20:51,292
299,-30f8557d6_a,tutorial_completed,2020-06-21 01:39:59,292
300,-31aac_28-cb,tutorial_completed,2020-04-14 12:26:24,293
301,-3271886a12f,tutorial_completed,2020-06-13 10:27:57,293
302,-32ac5-4d1ad,tutorial_completed,2020-06-25 03:50:54,293
303,-336b73508f2,tutorial_completed,2020-04-16 14:17:35,293
304,-337508d_0-a,tutorial_completed,2020-04-15 22:57:56,294
305,-346491970_9,tutorial_completed,2020-05-29 08:43:25,294
306,-346633b108c,tutorial_completed,2020-05-05 15:39:11,295
307,-3498631a846,tutorial_completed,2020-05-12 20:22:22,295
308,-3499a08b-b_,tutorial_completed,2020-06-27 22:01:03,295
309,-34_c938d60c,tutorial_completed,2020-05-23 12:42:52,295
310,-34b72561514,tutorial_completed,2020-04-19 23:42:08,296
311,-3570a13336b,tutorial_completed,2020-06-20 22:26:49,297
312,-35b4cd81_--,tutorial_completed,2020-04-08 19:23:25,298
313,-35f2__f03d-,tutorial_completed,2020-04-18 02:58:01,298
314,-3634-756ac0,tutorial_completed,2020-06-08 22:12:12,298
315,-36780b8a4a-,tutorial_completed,2020-05-10 14:57:23,298
316,-3680986_8b9,tutorial_completed,2020-06-25 17:34:32,299
317,-368bc5d1451,tutorial_completed,2020-04-11 20:32:39,299
318,-36a16-c5b3-,tutorial_completed,2020-05-05 06:33:04,299
319,-36a9a3-2b03,tutorial_completed,2020-05-06 01:07:51,299
320,-379c-b748f4,tutorial_completed,2020-06-30 18:17:45,300
321,-383b99a1d72,tutorial_completed,2020-06-01 02:50:42,301
322,-3887-706-a8,tutorial_completed,2020-05-23 16:09:32,301
323,-389cf6_-ac4,tutorial_completed,2020-05-22 16:52:21,301
324,-38b752ac4da,tutorial_completed,2020-05-12 14:52:49,302
325,-38c8a42a-41,tutorial_completed,2020-04-26 21:02:32,302
326,-38cf28d_ab5,tutorial_completed,2020-06-01 18:02:35,302
327,-391837d3_90,tutorial_completed,2020-05-10 02:35:07,302
328,-397b71684b-,tutorial_completed,2020-04-25 03:19:09,302
329,-39a4-468a94,tutorial_completed,2020-05-17 09:29:24,302
330,-39c7adb_cf-,tutorial_completed,2020-06-16 04:25:41,304
331,-39ca069478d,tutorial_completed,2020-05-30 02:52:37,305
332,-39dcc2_ac5_,tutorial_completed,2020-04-16 05:36:12,305
333,-3_0ffd0-304,tutorial_completed,2020-04-16 03:24:45,305
334,-3_1f318420d,tutorial_completed,2020-06-21 08:33:11,306
335,-3_3_4_35fd8,tutorial_completed,2020-06-04 01:56:53,306
336,-3_5a-9_c889,tutorial_completed,2020-05-25 04:09:24,306
337,-3_9-9793-_8,tutorial_completed,2020-04-10 12:53:34,306
338,-3_b_66243__,tutorial_completed,2020-04-25 12:04:18,306
339,-3_c6c7c1b94,tutorial_completed,2020-05-02 21:33:38,307
340,-3a342d1592f,tutorial_completed,2020-04-20 05:03:06,307
341,-3b298_896d2,tutorial_completed,2020-06-14 05:00:08,310
342,-3b48-0d-a62,tutorial_completed,2020-05-08 19:09:29,310
343,-3b4b38b847b,tutorial_completed,2020-04-25 04:45:15,311
344,-3b_d4420f5a,tutorial_completed,2020-06-27 12:49:01,311
345,-3bad-_a51b-,tutorial_completed,2020-05-12 02:18:49,311
346,-3bb6d49b61f,tutorial_completed,2020-04-02 04:39:18,311
347,-3bdc844-95_,tutorial_completed,2020-05-11 12:05:07,311
348,-3c8c055565b,tutorial_completed,2020-05-11 18:02:13,311
349,-3c_c54-0669,tutorial_completed,2020-04-15 13:17:16,312
350,-3c_df59154d,tutorial_completed,2020-06-28 07:30:22,313
351,-3ca32882b02,tutorial_completed,2020-05-04 17:14:56,314
352,-3da2d871-99,tutorial_completed,2020-06-06 09:36:38,314
353,-3f-59d787dd,tutorial_completed,2020-04-01 17:01:55,314
354,-3f0f60a495f,tutorial_completed,2020-06-08 19:14:30,314
355,-3f49-49-6bf,tutorial_completed,2020-06-17 21:51:04,314
356,-3fa29fb8a21,tutorial_completed,2020-05-01 07:23:18,315
357,-3fa6f_c_ffc,tutorial_completed,2020-05-02 00:19:21,315
358,-4-3840c3957,tutorial_completed,2020-05-10 22:29:57,315
359,-4-536211650,tutorial_completed,2020-05-22 10:30:52,315
360,-4-5bdd79f43,tutorial_completed,2020-05-05 11:52:37,315
361,-4-ab_c7_f49,tutorial_completed,2020-05-28 11:01:34,315
362,-4-c145b7b64,tutorial_completed,2020-05-16 20:43:10,317
363,-403a-67-fb2,tutorial_completed,2020-06-13 06:25:08,317
364,-406783_fa25,tutorial_completed,2020-04-06 09:49:55,317
365,-40_717a1364,tutorial_completed,2020-05-31 02:15:10,317
366,-40c7-1aafcb,tutorial_completed,2020-05-10 15:56:09,318
367,-40d4-daabba,tutorial_completed,2020-04-15 08:11:50,318
368,-4116baa2849,tutorial_completed,2020-05-29 17:10:45,318
369,-412d-66-c_b,tutorial_completed,2020-05-19 01:06:50,318
370,-41c80a9ff51,tutorial_completed,2020-04-10 11:43:02,318
371,-41c_b-cd5-a,tutorial_completed,2020-06-22 22:43:16,318
372,-41d-cb0ca90,tutorial_completed,2020-05-12 17:55:49,319
373,-42041_87_87,tutorial_completed,2020-06-26 13:07:34,319
374,-42181d3fa46,tutorial_completed,2020-04-19 09:41:40,319
375,-42197_08fd8,tutorial_completed,2020-04-07 22:35:10,320
376,-4260fd782c9,tutorial_completed,2020-04-09 03:26:01,320
377,-4272c8_913b,tutorial_completed,2020-04-04 20:56:00,320
378,-429a23b78f2,tutorial_completed,2020-05-06 04:35:25,320
379,-42__-032698,tutorial_completed,2020-06-27 16:44:33,321
380,-42__d-463c4,tutorial_completed,2020-04-29 08:40:26,321
381,-42d2b_98-ca,tutorial_completed,2020-06-08 22:29:13,321
382,-42f0a_16c60,tutorial_completed,2020-06-11 21:08:49,322
383,-43434c8dbcb,tutorial_completed,2020-04-23 13:44:56,323
384,-4360a-c41_4,tutorial_completed,2020-05-20 22:14:30,324
385,-43854bbc_1-,tutorial_completed,2020-06-02 11:04:58,324
386,-44-_-6c95ca,tutorial_completed,2020-06-27 23:04:52,324
387,-440700_0cc1,tutorial_completed,2020-04-25 07:48:32,324
388,-44132368a53,tutorial_completed,2020-05-15 17:06:15,324
389,-441900f275-,tutorial_completed,2020-05-06 07:48:00,324
390,-44241cfd47a,tutorial_completed,2020-06-14 18:14:56,325
391,-446d6c32_87,tutorial_completed,2020-04-13 09:28:28,325
392,-4493_a_c1-6,tutorial_completed,2020-04-25 15:02:38,327
393,-44ad52_d-51,tutorial_completed,2020-04-06 02:27:38,327
394,-4511-4f01-4,tutorial_completed,2020-06-17 15:11:33,327
395,-454f41fb148,tutorial_completed,2020-06-09 11:12:14,328
396,-4597-8da33d,tutorial_completed,2020-05-24 19:10:20,328
397,-45_873101b2,tutorial_completed,2020-05-05 11:36:20,328
398,-464-8741_57,tutorial_completed,2020-04-18 12:02:27,329
399,-46619129d41,tutorial_completed,2020-06-17 17:16:22,329
400,-468415091_4,tutorial_completed,2020-05-30 00:47:22,329
401,-46867-ddf88,tutorial_completed,2020-05-11 19:31:37,329
402,-47-5d6130b-,tutorial_completed,2020-05-12 14:00:55,330
